User_ID,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Gender_female,Gender_male
-0.08493431564946752,1.4847260402427243,1.0895820400403147,1.265908641898679,1.6191272707628843,0.9894039464715312,0.9940230249556041,2.2650020362998604,0.0,1.0
-0.04026118159393006,-1.3421793366146892,-0.5937261931148394,-0.995458053262132,-0.18399009611635783,-0.15846101934109075,0.3523424989561285,-0.3769045316327374,1.0,0.0
-1.321899928041663,1.543619902260587,0.318065766510869,0.26824686462185054,-1.2658605162439032,-0.7845691825116118,-1.7010351842421862,-1.0173667299194278,0.0,1.0
0.41877889796642226,-0.5176652683646102,0.318065766510869,-0.2638394165924579,-0.30419792057497397,0.4676471438294303,0.6090147093559224,-0.2968467568469011,1.0,0.0
0.9727831963958058,-0.9299223024896497,-1.4353803096924165,-1.128479623565709,-0.6648213939508224,-1.515028706210553,-0.2893380270433471,-0.8732627353049225,1.0,0.0
0.05341786011428732,-0.39987754432888467,-1.6457938388368107,-1.6605659047800176,0.8978803240111874,0.0502417017157496,0.8656869197557163,0.5357541009257965,1.0,0.0
1.609957115173133,-0.5765591303824731,-1.1548289374998908,-1.2615011938692862,0.7776724995525713,-0.054109658812670575,0.6090147093559224,0.3596269963969566,1.0,0.0
-1.3437517688515461,-0.10540823423957078,0.03751439431834334,0.6673115755325818,1.1382959729284197,0.4676471438294303,0.8656869197557163,0.8559852000691417,0.0,1.0
-0.9903451064210442,1.013575144099822,0.8090306678477889,1.265908641898679,0.6574646750939551,0.15459306224416977,0.4806786041560255,0.7118812054546363,0.0,1.0
1.0398759188097875,-0.9888161645075125,-1.9964830540774678,-1.594055119628229,0.05642555280087445,-0.5758664614547715,0.2240063937562407,-0.2808352018897338,1.0,0.0
-0.4365823878805027,-0.39987754432888467,0.17779008041460617,0.06871450916648486,-1.7466918140783678,-2.245488229909494,-2.8560601310412497,-1.3856324939342748,1.0,0.0
-0.4511586361014991,-1.2832854745968263,-1.2249667805480222,-1.2615011938692862,0.1766333772594906,0.4676471438294303,-0.03266581664355318,0.039395897253611395,1.0,0.0
0.20505240449266127,1.3669383162069988,-0.24303697787418233,0.26824686462185054,-0.5446135694922063,-0.5758664614547715,-0.03266581664355318,-0.5049969712900755,0.0,1.0
-0.7260135438978593,-0.6354529924003358,-1.2249667805480222,-1.3945227641728632,0.29684120171810674,-0.26281237986951095,0.4806786041560255,-0.02465032257505765,1.0,0.0
